season,daynum,wteam,wscore,lteam,lscore,numot
P,134,551,70,805,52,0
P,134,814,81,513,77,1
P,135,820,70,506,61,0
P,135,825,59,818,46,0
P,136,535,60,723,58,0
P,136,536,74,850,66,0
P,136,549,78,676,63,0
P,136,559,81,533,52,0
P,136,592,79,757,51,0
P,136,607,86,778,71,0
P,136,637,73,822,68,0
P,136,640,59,736,57,0
P,136,682,62,651,61,0
P,136,731,74,814,51,0
P,136,743,69,827,66,0
P,136,754,68,688,50,0
P,136,789,66,729,64,0
P,136,810,78,671,76,0
P,136,843,84,551,76,0
P,136,849,72,522,58,0
P,137,511,77,666,75,0
P,137,577,87,610,45,0
P,137,595,57,794,50,0
P,137,602,61,829,57,0
P,137,623,73,817,62,0
P,137,636,72,528,53,0
P,137,660,66,853,55,0
P,137,670,75,790,45,0
P,137,708,102,648,87,0
P,137,717,69,503,56,0
P,137,720,75,820,46,0
P,137,738,65,782,43,0
P,137,786,77,626,60,0
P,137,793,85,718,81,0
P,137,825,74,603,56,0
P,137,840,68,604,65,0
P,138,535,71,731,70,0
P,138,536,89,607,67,0
P,138,559,69,549,58,0
P,138,592,73,810,65,0
P,138,640,71,843,63,0
P,138,743,65,682,48,0
P,138,754,71,789,64,2
P,138,849,70,637,65,0
P,139,511,70,793,69,0
P,139,577,73,670,71,0
P,139,595,71,717,57,0
P,139,636,73,623,59,0
P,139,660,66,786,62,0
P,139,708,86,840,83,0
P,139,720,98,602,66,0
P,139,825,94,738,76,0
P,143,511,93,577,77,0
P,143,535,61,849,54,0
P,143,559,74,754,67,0
P,143,592,83,536,74,1
P,144,636,77,743,57,0
P,144,640,62,720,60,0
P,144,708,81,660,63,0
P,144,825,72,595,71,1
P,145,535,74,592,71,1
P,145,559,65,511,63,0
P,146,640,76,708,69,0
P,146,825,71,636,61,0
P,152,535,70,825,62,0
P,152,559,56,640,55,0
P,154,559,53,535,41,0
Q,134,536,78,627,72,0
Q,134,835,59,685,58,0
Q,135,771,65,539,54,0
Q,135,828,71,643,59,0
Q,136,521,68,748,60,0
Q,136,556,68,817,64,0
Q,136,607,77,843,54,0
Q,136,625,79,702,66,0
Q,136,629,77,559,64,0
Q,136,637,70,772,64,0
Q,136,640,81,835,66,0
Q,136,651,69,568,62,0
Q,136,660,88,536,68,0
Q,136,687,58,557,41,0
Q,136,701,75,647,68,0
Q,136,720,78,653,59,0
Q,136,786,72,814,65,0
Q,136,825,62,846,59,0
Q,136,827,79,612,70,0
Q,136,849,73,680,49,0
Q,137,549,65,793,59,0
Q,137,562,58,504,57,0
Q,137,592,71,830,45,0
Q,137,595,66,775,63,0
Q,137,603,74,522,59,0
Q,137,636,65,574,50,0
Q,137,644,75,577,70,0
Q,137,671,89,648,67,0
Q,137,695,79,754,65,0
Q,137,707,86,676,84,0
Q,137,708,77,828,58,0
Q,137,719,65,670,60,0
Q,137,738,72,781,69,0
Q,137,771,58,789,44,0
Q,137,780,61,666,54,0
Q,137,853,67,717,63,0
Q,138,521,80,556,63,0
Q,138,625,63,825,61,0
Q,138,640,87,629,71,0
Q,138,651,59,701,56,0
Q,138,660,62,687,53,0
Q,138,720,73,607,66,0
Q,138,786,75,637,59,0
Q,138,849,60,827,57,0
Q,139,549,62,595,56,0
Q,139,592,84,707,50,0
Q,139,636,63,738,60,0
Q,139,671,65,780,61,0
Q,139,695,66,603,63,0
Q,139,708,87,562,73,0
Q,139,719,62,771,56,0
Q,139,853,70,644,58,0
Q,143,592,68,660,58,0
Q,143,651,57,671,44,0
Q,143,720,81,549,66,0
Q,143,786,64,849,63,0
Q,144,521,75,853,70,0
Q,144,636,60,695,57,0
Q,144,640,102,625,90,0
Q,144,708,73,719,65,1
Q,145,651,72,592,68,0
Q,145,720,77,786,70,0
Q,146,636,80,708,67,0
Q,146,640,82,521,70,0
Q,152,636,64,720,62,0
Q,152,640,69,651,61,0
Q,154,640,67,636,59,0
R,134,693,73,645,72,0
R,134,781,67,672,54,0
R,135,635,68,648,55,0
R,135,641,80,526,71,0
R,136,511,81,522,64,0
R,136,535,68,533,56,0
R,136,539,64,817,61,0
R,136,557,84,676,72,0
R,136,607,64,773,58,0
R,136,612,68,701,62,0
R,136,651,79,693,48,0
R,136,660,59,568,58,0
R,136,666,54,781,52,0
R,136,670,71,748,56,0
R,136,671,65,826,54,0
R,136,725,68,722,55,0
R,136,780,64,702,44,0
R,136,786,81,680,34,0
R,136,825,88,503,42,0
R,136,846,73,731,55,0
R,137,562,67,549,63,0
R,137,577,73,507,61,0
R,137,591,78,603,68,0
R,137,592,79,716,47,0
R,137,623,57,556,49,0
R,137,625,83,635,62,0
R,137,629,76,717,58,0
R,137,636,64,835,57,0
R,137,641,63,637,61,0
R,137,668,78,727,49,0
R,137,673,83,810,63,0
R,137,674,57,849,46,0
R,137,708,78,829,71,0
R,137,720,95,627,70,0
R,137,754,70,721,55,0
R,137,789,76,695,72,0
R,138,511,74,612,51,0
R,138,651,82,557,56,0
R,138,660,74,535,72,0
R,138,670,78,825,53,0
R,138,671,70,666,48,0
R,138,725,74,780,57,0
R,138,786,66,539,60,0
R,138,846,76,607,70,0
R,139,577,66,562,50,0
R,139,591,81,754,71,0
R,139,592,78,673,64,0
R,139,625,58,789,52,0
R,139,636,70,708,58,0
R,139,641,76,674,74,0
R,139,668,63,623,59,0
R,139,720,78,629,75,0
R,143,660,71,668,61,0
R,143,720,73,511,70,0
R,143,786,61,625,50,0
R,143,846,72,641,58,0
R,144,577,71,671,61,0
R,144,592,62,591,50,0
R,144,651,77,725,69,0
R,144,670,87,636,85,1
R,145,786,55,660,39,0
R,145,846,70,720,66,0
R,146,651,85,577,63,0
R,146,670,79,592,59,0
R,152,651,72,846,68,0
R,152,670,61,786,56,0
R,154,651,82,670,76,0
