,lo_win,year,hiteam,loteam,hiRPI,loRPI,hiSOS,loSOS
462,1,2011,814,731,0.5072,0.6377,0.4824,0.5725
463,1,2011,827,743,0.6049,0.5851,0.5804,0.5171
464,0,2011,754,688,0.6671,0.5402,0.577,0.4796
465,0,2011,789,729,0.5996,0.5854,0.5304,0.6006
466,0,2011,810,671,0.5814,0.5795,0.553,0.5908
467,0,2011,843,551,0.6141,0.5717,0.605,0.548
468,0,2011,849,522,0.6227,0.5757,0.574,0.4586
469,1,2011,666,511,0.6,0.4876,0.5561,0.4778
470,1,2011,610,577,0.5026,0.6611,0.4162,0.5768
471,1,2011,794,595,0.5996,0.5732,0.5563,0.5381
472,1,2011,829,602,0.5859,0.6079,0.5689,0.5319
473,1,2011,817,623,0.6073,0.5772,0.5692,0.5795
474,0,2011,636,528,0.6793,0.5199,0.594,0.4765
475,1,2011,853,660,0.6099,0.5683,0.5504,0.5726
476,1,2011,790,670,0.5906,0.5754,0.6114,0.5844
477,0,2011,708,648,0.6483,0.5577,0.5987,0.4594
478,0,2011,717,503,0.6414,0.5345,0.5791,0.4905
479,1,2011,820,720,0.485,0.6723,0.4494,0.577
480,1,2011,782,738,0.543,0.6343,0.5074,0.5755
481,0,2011,786,626,0.6201,0.5522,0.5728,0.5302
482,0,2011,793,718,0.6352,0.5749,0.5869,0.5075
483,0,2011,825,603,0.5763,0.6323,0.5384,0.6186
484,0,2011,840,604,0.592,0.5774,0.5567,0.5588
485,1,2011,731,535,0.6377,0.5896,0.5725,0.5428
486,1,2011,607,536,0.5728,0.6526,0.5299,0.5782
487,0,2011,559,549,0.6305,0.5885,0.5986,0.5387
488,1,2011,810,592,0.5814,0.6414,0.553,0.6014
489,1,2011,843,640,0.6141,0.646,0.605,0.5952
490,0,2011,743,682,0.5851,0.5564,0.5171,0.4863
491,1,2011,789,754,0.5996,0.6671,0.5304,0.577
492,0,2011,849,637,0.6227,0.6098,0.574,0.5934
493,1,2011,793,511,0.6352,0.4876,0.5869,0.4778
494,1,2011,670,577,0.5754,0.6611,0.5844,0.5768
495,1,2011,717,595,0.6414,0.5732,0.5791,0.5381
496,0,2011,636,623,0.6793,0.5772,0.594,0.5795
497,1,2011,786,660,0.6201,0.5683,0.5728,0.5726
498,1,2011,840,708,0.592,0.6483,0.5567,0.5987
499,0,2011,720,602,0.6723,0.6079,0.577,0.5319
500,0,2011,825,738,0.5763,0.6343,0.5384,0.5755
501,1,2011,577,511,0.6611,0.4876,0.5768,0.4778
502,1,2011,849,535,0.6227,0.5896,0.574,0.5428
503,1,2011,754,559,0.6671,0.6305,0.577,0.5986
504,0,2011,592,536,0.6414,0.6526,0.6014,0.5782
505,1,2011,743,636,0.5851,0.6793,0.5171,0.594
506,1,2011,720,640,0.6723,0.646,0.577,0.5952
507,0,2011,708,660,0.6483,0.5683,0.5987,0.5726
508,0,2011,825,595,0.5763,0.5732,0.5384,0.5381
509,1,2011,592,535,0.6414,0.5896,0.6014,0.5428
510,0,2011,559,511,0.6305,0.4876,0.5986,0.4778
511,1,2011,708,640,0.6483,0.646,0.5987,0.5952
512,0,2011,825,636,0.5763,0.6793,0.5384,0.594
513,1,2011,825,535,0.5763,0.5896,0.5384,0.5428
514,1,2011,640,559,0.646,0.6305,0.5952,0.5986
515,0,2011,559,535,0.6305,0.5896,0.5986,0.5428
516,1,2012,627,536,0.5819,0.5782,0.5045,0.5271
517,0,2012,835,685,0.4864,0.5124,0.507,0.4397
518,0,2012,771,539,0.5763,0.5853,0.5689,0.5361
519,0,2012,828,643,0.5183,0.5356,0.459,0.4771
520,1,2012,748,521,0.5809,0.6331,0.4919,0.5861
521,1,2012,817,556,0.6157,0.5716,0.5606,0.5408
522,1,2012,843,607,0.5736,0.6076,0.5774,0.5388
523,1,2012,702,625,0.5728,0.6174,0.5208,0.5674
524,0,2012,629,559,0.5916,0.5937,0.5613,0.5998
525,1,2012,772,637,0.6134,0.5774,0.5558,0.5531
526,1,2012,835,640,0.4864,0.6652,0.507,0.5716
527,0,2012,651,568,0.6205,0.5705,0.5877,0.4949
528,0,2012,660,536,0.6333,0.5782,0.5782,0.5271
529,0,2012,687,557,0.6119,0.6051,0.4988,0.5875
530,0,2012,701,647,0.6062,0.5879,0.538,0.5137
531,0,2012,720,653,0.6379,0.5575,0.5889,0.4792
532,1,2012,814,786,0.5382,0.6667,0.4799,0.5742
533,1,2012,846,825,0.6232,0.5841,0.5543,0.4996
534,0,2012,827,612,0.6159,0.5896,0.5947,0.4896
535,0,2012,849,680,0.6094,0.5608,0.5785,0.4806
536,1,2012,793,549,0.5771,0.5803,0.5769,0.5444
537,0,2012,562,504,0.6087,0.5883,0.5278,0.568
538,1,2012,830,592,0.5762,0.605,0.5365,0.5721
539,1,2012,775,595,0.5613,0.6259,0.5228,0.5947
540,0,2012,603,522,0.6201,0.573,0.581,0.4859
541,0,2012,636,574,0.6417,0.5235,0.5858,0.4939
542,0,2012,644,577,0.547,0.6514,0.4509,0.6031
543,0,2012,671,648,0.6596,0.5559,0.6147,0.4671
544,1,2012,754,695,0.6061,0.5771,0.5514,0.5712
545,0,2012,707,676,0.5226,0.6298,0.4426,0.5424
546,1,2012,828,708,0.5183,0.6576,0.459,0.5945
547,0,2012,719,670,0.5782,0.6215,0.4968,0.5824
548,1,2012,781,738,0.6058,0.5777,0.5266,0.5685
549,1,2012,789,771,0.6153,0.5763,0.5537,0.5689
550,0,2012,780,666,0.5991,0.6196,0.5341,0.5762
551,0,2012,853,717,0.5811,0.5839,0.5644,0.5613
552,1,2012,556,521,0.5716,0.6331,0.5408,0.5861
553,1,2012,825,625,0.5841,0.6174,0.4996,0.5674
554,0,2012,640,629,0.6652,0.5916,0.5716,0.5613
555,1,2012,701,651,0.6062,0.6205,0.538,0.5877
556,1,2012,687,660,0.6119,0.6333,0.4988,0.5782
557,0,2012,720,607,0.6379,0.6076,0.5889,0.5388
558,0,2012,786,637,0.6667,0.5774,0.5742,0.5531
559,0,2012,849,827,0.6094,0.6159,0.5785,0.5947
560,1,2012,595,549,0.6259,0.5803,0.5947,0.5444
561,1,2012,707,592,0.5226,0.605,0.4426,0.5721
562,1,2012,738,636,0.5777,0.6417,0.5685,0.5858
563,1,2012,780,671,0.5991,0.6596,0.5341,0.6147
564,0,2012,695,603,0.5771,0.6201,0.5712,0.581
565,0,2012,708,562,0.6576,0.6087,0.5945,0.5278
566,1,2012,771,719,0.5763,0.5782,0.5689,0.4968
567,0,2012,853,644,0.5811,0.547,0.5644,0.4509
568,1,2012,660,592,0.6333,0.605,0.5782,0.5721
569,1,2012,671,651,0.6596,0.6205,0.6147,0.5877
570,0,2012,720,549,0.6379,0.5803,0.5889,0.5444
571,1,2012,849,786,0.6094,0.6667,0.5785,0.5742
572,1,2012,853,521,0.5811,0.6331,0.5644,0.5861
573,1,2012,695,636,0.5771,0.6417,0.5712,0.5858
574,0,2012,640,625,0.6652,0.6174,0.5716,0.5674
575,1,2012,719,708,0.5782,0.6576,0.4968,0.5945
576,0,2012,651,592,0.6205,0.605,0.5877,0.5721
577,1,2012,786,720,0.6667,0.6379,0.5742,0.5889
578,1,2012,708,636,0.6576,0.6417,0.5945,0.5858
579,0,2012,640,521,0.6652,0.6331,0.5716,0.5861
580,1,2012,720,636,0.6379,0.6417,0.5889,0.5858
581,1,2012,651,640,0.6205,0.6652,0.5877,0.5716
582,0,2012,640,636,0.6652,0.6417,0.5716,0.5858
583,0,2013,693,645,0.4692,0.4295,0.4338,0.4438
584,0,2013,781,672,0.6048,0.6051,0.5369,0.5159
585,1,2013,648,635,0.4947,0.493,0.4545,0.4591
586,0,2013,641,526,0.59,0.5903,0.5468,0.5563
587,1,2013,522,511,0.6181,0.4986,0.5413,0.4967
588,0,2013,535,533,0.614,0.5817,0.5658,0.4844
589,1,2013,817,539,0.6124,0.5775,0.5795,0.5631
590,1,2013,676,557,0.598,0.6182,0.5592,0.5644
591,1,2013,773,607,0.4944,0.6439,0.402,0.5472
592,1,2013,701,612,0.6712,0.5447,0.6032,0.4878
593,1,2013,693,651,0.4692,0.661,0.4338,0.5941
594,0,2013,660,568,0.6282,0.5653,0.5815,0.4849
595,1,2013,781,666,0.6048,0.6283,0.5369,0.5477
596,1,2013,748,670,0.5643,0.6176,0.4889,0.5594
597,1,2013,826,671,0.573,0.6369,0.4977,0.5966
598,0,2013,725,722,0.5898,0.6085,0.5329,0.5626
599,0,2013,780,702,0.6223,0.5768,0.5626,0.5246
600,0,2013,786,680,0.6275,0.5563,0.5929,0.4685
601,0,2013,825,503,0.6091,0.5906,0.5621,0.5134
602,0,2013,846,731,0.596,0.5904,0.5379,0.5491
603,0,2013,562,549,0.6091,0.5852,0.5442,0.5716
604,0,2013,577,507,0.6724,0.5201,0.6068,0.4565
605,1,2013,603,591,0.635,0.5444,0.5795,0.4784
606,1,2013,716,592,0.5545,0.6399,0.4831,0.5758
607,0,2013,623,556,0.5939,0.5953,0.5873,0.5739
608,1,2013,635,625,0.493,0.6377,0.4591,0.5859
609,1,2013,717,629,0.5981,0.5903,0.5583,0.5613
610,1,2013,835,636,0.5112,0.6477,0.4946,0.5782
611,0,2013,641,637,0.59,0.6177,0.5468,0.5626
612,1,2013,727,668,0.5407,0.6542,0.5038,0.5956
613,1,2013,810,673,0.6088,0.6001,0.5771,0.5958
614,1,2013,849,674,0.6036,0.5891,0.5849,0.5235
615,1,2013,829,708,0.5783,0.6185,0.5743,0.5907
616,0,2013,720,627,0.6364,0.5407,0.5857,0.5069
617,0,2013,754,721,0.6042,0.5946,0.5798,0.574
618,0,2013,789,695,0.5912,0.6023,0.5531,0.5657
619,1,2013,612,511,0.5447,0.4986,0.4878,0.4967
620,0,2013,651,557,0.661,0.6182,0.5941,0.5644
621,0,2013,660,535,0.6282,0.614,0.5815,0.5658
622,1,2013,825,670,0.6091,0.6176,0.5621,0.5594
623,0,2013,671,666,0.6369,0.6283,0.5966,0.5477
624,1,2013,780,725,0.6223,0.5898,0.5626,0.5329
625,0,2013,786,539,0.6275,0.5775,0.5929,0.5631
626,0,2013,846,607,0.596,0.6439,0.5379,0.5472
627,0,2013,577,562,0.6724,0.6091,0.6068,0.5442
628,1,2013,754,591,0.6042,0.5444,0.5798,0.4784
629,1,2013,673,592,0.6001,0.6399,0.5958,0.5758
630,1,2013,789,625,0.5912,0.6377,0.5531,0.5859
631,1,2013,708,636,0.6185,0.6477,0.5907,0.5782
632,1,2013,674,641,0.5891,0.59,0.5235,0.5468
633,0,2013,668,623,0.6542,0.5939,0.5956,0.5873
634,0,2013,720,629,0.6364,0.5903,0.5857,0.5613
635,1,2013,668,660,0.6542,0.6282,0.5956,0.5815
636,0,2013,720,511,0.6364,0.4986,0.5857,0.4967
637,0,2013,786,625,0.6275,0.6377,0.5929,0.5859
638,0,2013,846,641,0.596,0.59,0.5379,0.5468
639,1,2013,671,577,0.6369,0.6724,0.5966,0.6068
640,0,2013,592,591,0.6399,0.5444,0.5758,0.4784
641,1,2013,725,651,0.5898,0.661,0.5329,0.5941
642,0,2013,670,636,0.6176,0.6477,0.5594,0.5782
643,0,2013,786,660,0.6275,0.6282,0.5929,0.5815
644,0,2013,846,720,0.596,0.6364,0.5379,0.5857
645,0,2013,651,577,0.661,0.6724,0.5941,0.6068
646,0,2013,670,592,0.6176,0.6399,0.5594,0.5758
647,1,2013,846,651,0.596,0.661,0.5379,0.5941
648,1,2013,786,670,0.6275,0.6176,0.5929,0.5594
649,1,2013,670,651,0.6176,0.661,0.5594,0.5941
