"","wteam","season","wscore","num_wins","avg_margin_victory","lscore","num_loss","avg_margin_loss","avg_score","close_win"
"1788","Hampton","M",1216,18,9.72222222222222,739,12,-8.25,65.1666666666667,0.571428571428571
"1789","Hampton","N",876,15,8.4,906,16,-11.5625,57.4838709677419,0.5625
"1790","Hampton","O",1012,14,14.2142857142857,1090,18,-8.16666666666667,65.6875,0.307692307692308
"1791","Hampton","P",1584,23,8.82608695652174,490,8,-5.875,66.9032258064516,0.642857142857143
"1792","Hampton","Q",849,12,9.58333333333333,1285,21,-8.85714285714286,64.6666666666667,0.461538461538462
"1793","Hampton","R",935,14,5.14285714285714,1001,17,-7,62.4516129032258,0.529411764705882
"1794","Hartford","A",484,6,9.5,1558,22,-14.5454545454545,72.9285714285714,0.375
"1795","Hartford","B",1296,17,11.9411764705882,759,11,-11.1818181818182,73.3928571428571,0.555555555555556
"1796","Hartford","C",1143,14,9.71428571428571,903,12,-11.1666666666667,78.6923076923077,0.571428571428571
"1797","Hartford","D",824,11,9.27272727272727,1029,16,-18.875,68.6296296296296,0.666666666666667
"1798","Hartford","E",819,10,11.9,1254,19,-17.1052631578947,71.4827586206897,0.5
"1799","Hartford","F",284,4,6.25,1537,24,-13.9166666666667,65.0357142857143,0.2
"1800","Hartford","G",932,14,8.71428571428571,1017,18,-15,60.90625,0.538461538461538
"1801","Hartford","H",1047,15,9,759,13,-10.3076923076923,64.5,0.363636363636364
"1802","Hartford","I",783,11,9.63636363636364,958,17,-16.1176470588235,62.1785714285714,0.666666666666667
"1803","Hartford","J",559,8,11,1106,20,-18.85,59.4642857142857,0.8
"1804","Hartford","K",871,12,7.08333333333333,938,15,-6.8,67,0.428571428571429
"1805","Hartford","L",811,13,6.61538461538461,1114,18,-10.5555555555556,62.0967741935484,0.571428571428571
"1806","Hartford","M",1266,18,7.05555555555556,1141,16,-15.3125,70.7941176470588,0.714285714285714
"1807","Hartford","N",502,7,9.14285714285714,1496,26,-14.6923076923077,60.5454545454545,0.4
"1808","Hartford","O",545,8,8.25,1323,22,-13.5454545454545,62.2666666666667,0.545454545454545
"1809","Hartford","P",720,11,8.09090909090909,1137,20,-11.4,59.9032258064516,0.266666666666667
"1810","Hartford","Q",584,9,10.2222222222222,1276,22,-14.3636363636364,60,0.375
"1811","Hartford","R",1080,17,7.52941176470588,729,13,-11.8461538461538,60.3,0.7
"1812","Harvard","A",985,14,16.3571428571429,675,11,-8.18181818181818,66.4,0.428571428571429
"1813","Harvard","C",924,12,13.3333333333333,811,13,-11.9230769230769,69.4,0.555555555555556
"1814","Harvard","D",896,12,10.9166666666667,853,13,-9.69230769230769,69.96,0.416666666666667
"1815","Harvard","E",782,11,10.5454545454545,926,15,-12.9333333333333,65.6923076923077,0.285714285714286
"1816","Harvard","F",1093,14,13.6428571428571,771,12,-12.4166666666667,71.6923076923077,0.5
"1817","Harvard","G",964,14,8.21428571428571,702,12,-10.75,64.0769230769231,0.727272727272727
"1818","Harvard","H",806,11,7.90909090909091,1030,15,-9.53333333333333,70.6153846153846,0.416666666666667
"1819","Harvard","I",277,4,6.5,1471,23,-15,64.7407407407407,0.25
"1820","Harvard","J",927,12,9.66666666666667,886,15,-11.8,67.1481481481482,0.375
"1821","Harvard","K",926,13,11.6153846153846,881,14,-13.4285714285714,66.9259259259259,0.4
"1822","Harvard","L",929,12,6.08333333333333,1096,16,-13.5,72.3214285714286,0.6
"1823","Harvard","M",637,8,15.875,1419,22,-13.8181818181818,68.5333333333333,0.166666666666667
"1824","Harvard","N",918,13,7.23076923076923,878,14,-9.64285714285714,66.5185185185185,0.461538461538462
"1825","Harvard","O",1566,20,14.4,420,7,-10.8571428571429,73.5555555555556,0.5
"1826","Harvard","P",1578,21,11.3333333333333,359,6,-8.5,71.7407407407407,0.636363636363636
"1827","Harvard","Q",1664,25,12.8,223,4,-7.25,65.0689655172414,0.75
"1828","Harvard","R",1307,18,11,554,9,-7.88888888888889,68.9259259259259,0.636363636363636
"1829","Hawaii","A",815,10,12,1334,18,-9.22222222222222,76.75,0.272727272727273
"1830","Hawaii","B",1565,20,12.55,458,7,-11.2857142857143,74.9259259259259,0.625
"1831","Hawaii","C",1499,19,14.4210526315789,579,8,-11.5,76.962962962963,0.4
"1832","Hawaii","D",413,6,11.6666666666667,1246,20,-13.2,63.8076923076923,0.428571428571429
"1833","Hawaii","E",1345,17,13.7647058823529,865,12,-12.5833333333333,76.2068965517241,0.666666666666667
"1834","Hawaii","F",1343,17,10,842,13,-13.1538461538462,72.8333333333333,0.625
"1835","Hawaii","G",2013,27,11.8888888888889,296,5,-4.6,72.15625,0.6
"1836","Hawaii","H",1373,18,10.3333333333333,652,11,-8.81818181818182,69.8275862068966,0.636363636363636
"1837","Hawaii","I",1340,18,11.0555555555556,688,11,-7.72727272727273,69.9310344827586,0.615384615384615
"1838","Hawaii","J",1123,16,9,867,13,-6.15384615384615,68.6206896551724,0.4
"1839","Hawaii","K",1239,17,9.17647058823529,654,11,-6,67.6071428571429,0.470588235294118
"1840","Hawaii","L",1401,18,14.6111111111111,844,13,-6.15384615384615,72.4193548387097,0.2
"1841","Hawaii","M",817,11,11.7272727272727,1294,19,-11.3684210526316,70.3666666666667,0.416666666666667
"1842","Hawaii","N",904,13,10.7692307692308,1017,17,-10.2941176470588,64.0333333333333,0.454545454545455
"1843","Hawaii","O",700,9,13.3333333333333,1274,20,-13.6,68.0689655172414,0.166666666666667
"1844","Hawaii","P",1235,17,10.6470588235294,759,12,-12.25,68.7586206896552,0.625
"1845","Hawaii","Q",1099,14,8.42857142857143,1096,16,-11.625,73.1666666666667,0.533333333333333
"1846","Hawaii","R",1238,16,11.5,929,14,-11.4285714285714,72.2333333333333,0.666666666666667
"1847","High Point","D",334,4,7.75,960,14,-11.3571428571429,71.8888888888889,0.4
"1848","High Point","E",561,8,10.125,1078,17,-18.4117647058824,65.56,0.5
"1849","High Point","F",314,5,5.6,1179,20,-14.25,59.72,0.4
"1850","High Point","G",686,9,7.44444444444444,1207,19,-15.2631578947368,67.6071428571429,0.5
"1851","High Point","H",532,7,7.85714285714286,1318,20,-11.35,68.5185185185185,0.25
"1852","High Point","I",1286,17,11.6470588235294,682,11,-18.0909090909091,70.2857142857143,0.875
"1853","High Point","J",903,11,15.4545454545455,1145,17,-9.05882352941176,73.1428571428571,0.125
"1854","High Point","K",1112,14,12.0714285714286,862,13,-14.3076923076923,73.1111111111111,0.5
"1855","High Point","L",1401,18,11.7222222222222,655,10,-12,73.4285714285714,0.625
"1856","High Point","M",968,13,13.3076923076923,854,14,-8.28571428571429,67.4814814814815,0.3
"1857","High Point","N",384,6,6.83333333333333,1284,21,-10.952380952381,61.7777777777778,0.2
"1858","High Point","O",935,13,8.30769230769231,1030,15,-13.3333333333333,70.1785714285714,0.727272727272727
"1859","High Point","P",722,10,4.6,1152,19,-15.1578947368421,64.6206896551724,0.583333333333333
"1860","High Point","Q",822,11,10.2727272727273,1197,18,-9.16666666666667,69.6206896551724,0.307692307692308
"1861","High Point","R",1154,15,12.3333333333333,804,13,-7.76923076923077,69.9285714285714,0.5
"1862","Hofstra","A",604,8,13.625,1148,18,-18,67.3846153846154,0.5
"1863","Hofstra","B",803,11,9.27272727272727,906,15,-10.7333333333333,65.7307692307692,0.444444444444444
"1864","Hofstra","C",1224,16,11.75,835,12,-10.5,73.5357142857143,0.571428571428571
"1865","Hofstra","D",1490,21,14.1904761904762,528,9,-11.8888888888889,67.2666666666667,0.5
"1866","Hofstra","E",1847,24,18.4166666666667,394,6,-12.1666666666667,74.7,0.75
"1867","Hofstra","F",1934,26,13.6153846153846,275,4,-3.25,73.6333333333333,0.636363636363636
"1868","Hofstra","G",861,12,7.41666666666667,1245,20,-11.65,65.8125,0.6
"1869","Hofstra","H",563,8,9.375,1296,21,-12.5714285714286,64.1034482758621,0.375
"1870","Hofstra","I",1043,14,9.35714285714286,1007,15,-9.6,70.6896551724138,0.666666666666667
"1871","Hofstra","J",1571,21,12.3809523809524,542,8,-9.5,72.8620689655172,0.625
"1872","Hofstra","K",1791,24,11.125,413,6,-13.5,73.4666666666667,0.875
"1873","Hofstra","L",1523,21,8.66666666666667,670,9,-8.11111111111111,73.1,0.666666666666667
"1874","Hofstra","M",846,12,8.16666666666667,1143,18,-10.3333333333333,66.3,0.461538461538462
"1875","Hofstra","N",1406,20,6.9,654,11,-14,66.4516129032258,0.8
"1876","Hofstra","O",1371,18,12.9444444444444,866,14,-11.7142857142857,69.90625,0.666666666666667
"1877","Hofstra","P",1488,20,8.8,675,11,-15.8181818181818,69.7741935483871,0.727272727272727
"1878","Hofstra","Q",781,10,15.1,1310,22,-9.59090909090909,65.34375,0.2
"1879","Hofstra","R",426,6,6.5,1373,25,-12.52,58.0322580645161,0.230769230769231
"1880","Holy Cross","A",1317,16,10,923,13,-12.4615384615385,77.2413793103448,0.666666666666667
"1881","Holy Cross","B",580,8,8.25,1235,19,-12.4736842105263,67.2222222222222,0.285714285714286
"1882","Holy Cross","C",518,7,5.42857142857143,1330,20,-13.15,68.4444444444444,0.384615384615385
"1883","Holy Cross","D",402,6,11.3333333333333,1086,20,-16.6,57.2307692307692,0.4
"1884","Holy Cross","F",1561,22,10.8181818181818,405,7,-9.71428571428571,67.7931034482759,0.555555555555556
"1885","Holy Cross","G",1269,18,14.3888888888889,755,14,-9.5,63.25,0.333333333333333
"1886","Holy Cross","H",1776,25,15.08,235,4,-13.5,69.3448275862069,0.75
"1887","Holy Cross","I",895,13,18,801,14,-7.21428571428571,62.8148148148148,0.1
"1888","Holy Cross","J",1674,24,15.5416666666667,328,6,-7.83333333333333,66.7333333333333,0.555555555555556
"1889","Holy Cross","K",1457,20,16.85,667,12,-12.3333333333333,66.375,0.285714285714286
"1890","Holy Cross","L",1674,25,11.76,446,8,-8.375,64.2424242424242,0.727272727272727
"1891","Holy Cross","M",984,15,10.4,797,14,-9.21428571428571,61.4137931034483,0.555555555555556
"1892","Holy Cross","N",1236,18,11.5,831,14,-9.42857142857143,64.59375,0.454545454545455
"1893","Holy Cross","O",658,9,13.7777777777778,1489,22,-9.09090909090909,69.258064516129,0.166666666666667
"1894","Holy Cross","P",607,8,11.75,1342,21,-7,67.2068965517241,0.153846153846154
"1895","Holy Cross","Q",1079,15,10.2,807,14,-14.6428571428571,65.0344827586207,0.666666666666667
"1896","Holy Cross","R",819,12,9,1015,18,-11.2777777777778,61.1333333333333,0.5
"1897","Houston","A",1210,15,8.26666666666667,693,10,-11.1,76.12,0.692307692307692
"1898","Houston","B",801,10,10.2,1084,16,-10.75,72.5,0.416666666666667
"1899","Houston","C",612,9,7.88888888888889,1231,20,-17.1,63.551724137931,0.625
"1900","Houston","D",727,10,4.8,1187,17,-15.4117647058824,70.8888888888889,0.583333333333333
"1901","Houston","E",673,8,6.25,1609,22,-8.40909090909091,76.0666666666667,0.357142857142857
"1902","Houston","F",657,9,9.66666666666667,1240,20,-13.4,65.4137931034483,0.5
"1903","Houston","G",1337,17,9.58823529411765,908,14,-13.3571428571429,72.4193548387097,0.727272727272727
"1904","Houston","H",505,8,6.625,1126,20,-13.8,58.25,0.5
"1905","Houston","I",577,9,7.77777777777778,1015,18,-12.3888888888889,58.962962962963,0.4
"1906","Houston","J",1326,18,12.3888888888889,831,13,-14.1538461538462,69.5806451612903,0.5
"1907","Houston","K",1406,19,11.3684210526316,572,9,-7.11111111111111,70.6428571428571,0.636363636363636
"1908","Houston","L",1394,18,13.2222222222222,1021,15,-10.0666666666667,73.1818181818182,0.545454545454545
"1909","Houston","M",1733,22,14.7272727272727,708,9,-6,78.741935483871,0.4
"1910","Houston","N",1712,21,16.7619047619048,744,11,-9.63636363636364,76.75,0.5
"1911","Houston","O",1491,18,12.5,1110,15,-6.8,78.8181818181818,0.3
"1912","Houston","P",732,10,6.8,1163,18,-8.83333333333333,67.6785714285714,0.428571428571429
"1913","Houston","Q",1114,14,11.7857142857143,948,15,-11.3333333333333,71.1034482758621,0.571428571428571
"1914","Houston","R",1456,18,12.5555555555556,859,12,-9.33333333333333,77.1666666666667,0.769230769230769
"1915","Houston Bap","O",921,12,8.83333333333333,1426,21,-17.2857142857143,71.1212121212121,0.5
"1916","Houston Bap","P",408,5,4.8,1601,24,-12.7083333333333,69.2758620689655,0.375
"1917","Houston Bap","Q",532,7,5.71428571428571,1348,20,-15.45,69.6296296296296,0.375
"1918","Houston Bap","R",741,11,8.09090909090909,965,17,-17,60.9285714285714,0.833333333333333
"1919","Howard","A",538,7,10.4285714285714,1223,19,-13.7894736842105,67.7307692307692,0.333333333333333
"1920","Howard","B",563,7,7.85714285714286,1293,19,-16.9473684210526,71.3846153846154,0.625
"1921","Howard","C",591,8,7.75,1346,20,-14.3,69.1785714285714,0.428571428571429
"1922","Howard","D",150,2,7.5,1493,25,-18.44,60.8518518518519,0.166666666666667
"1923","Howard","F",687,10,4.8,1227,18,-17.5,68.3571428571429,0.615384615384615
"1924","Howard","G",1416,18,12.3888888888889,907,13,-12.8461538461538,74.9354838709677,0.375
"1925","Howard","H",1038,13,12.8461538461538,1158,17,-9.17647058823529,73.2,0.384615384615385
"1926","Howard","I",394,6,7,1289,22,-9.13636363636364,60.1071428571429,0.214285714285714
"1927","Howard","J",408,5,9.2,1384,23,-13.8695652173913,64,0.333333333333333
"1928","Howard","K",519,7,11.2857142857143,1364,22,-11.1363636363636,64.9310344827586,0.1
"1929","Howard","L",704,9,4.44444444444444,1305,22,-11.9545454545455,64.8064516129032,0.5
"1930","Howard","M",417,6,7.33333333333333,1400,26,-19.0384615384615,56.78125,0.272727272727273
"1931","Howard","N",553,8,7.75,1347,23,-15.1304347826087,61.2903225806452,0.375
"1932","Howard","O",477,7,5.42857142857143,1391,25,-16.84,58.375,0.454545454545455
"1933","Howard","P",394,6,5.66666666666667,1359,24,-15.7916666666667,58.4333333333333,0.8
"1934","Howard","Q",608,9,4.88888888888889,1190,21,-17,59.9333333333333,0.5
"1935","Howard","R",354,6,9.5,1133,23,-13.9130434782609,51.2758620689655,0.25
"1936","Idaho","A",777,10,9.3,1067,16,-9.5625,70.9230769230769,0.363636363636364
"1937","Idaho","B",534,8,6.75,994,17,-14.4117647058824,61.12,0.571428571428571
"1938","Idaho","C",1062,13,11.4615384615385,713,12,-9.58333333333333,71,0.625
"1939","Idaho","D",1109,14,11.7857142857143,706,11,-10.4545454545455,72.6,0.666666666666667
"1940","Idaho","E",787,10,7.3,1037,17,-11.3529411764706,67.5555555555556,0.545454545454545
"1941","Idaho","F",296,4,3.25,1262,21,-15.0952380952381,62.32,0.272727272727273
"1942","Idaho","G",484,8,4.75,974,19,-14.3157894736842,54,0.6
"1943","Idaho","H",793,12,6.66666666666667,878,15,-8.33333333333333,61.8888888888889,0.5
"1944","Idaho","I",856,13,9.07692307692308,969,16,-9.625,62.9310344827586,0.5
"1945","Idaho","J",458,7,7.71428571428571,1240,21,-9.76190476190476,60.6428571428571,0.25
"1946","Idaho","K",223,3,10.3333333333333,1452,25,-15.48,59.8214285714286,0.142857142857143
"1947","Idaho","L",272,4,3.75,1635,27,-15.3703703703704,61.5161290322581,0.333333333333333
"1948","Idaho","M",530,7,9.14285714285714,1239,21,-15.2380952380952,63.1785714285714,0.4
"1949","Idaho","N",1078,15,11.8,879,15,-12.1333333333333,65.2333333333333,0.6
"1950","Idaho","O",1007,13,12.3846153846154,1046,16,-10.4375,70.7931034482759,0.166666666666667
"1951","Idaho","P",1192,17,10.5294117647059,821,13,-11.1538461538462,67.1,0.454545454545455
"1952","Idaho","Q",1176,16,9.25,823,13,-7.23076923076923,68.9310344827586,0.5
"1953","Idaho","R",819,11,6.72727272727273,1140,18,-8.16666666666667,67.551724137931,0.357142857142857
"1954","Idaho St","A",689,9,9.33333333333333,946,15,-14.8666666666667,68.125,0.428571428571429
"1955","Idaho St","B",1035,13,13.6153846153846,874,13,-10.6153846153846,73.4230769230769,0.285714285714286
"1956","Idaho St","C",386,5,9.4,1315,20,-19.7,68.04,0.166666666666667
"1957","Idaho St","D",371,5,9.6,1219,20,-15.35,63.6,0.428571428571429
"1958","Idaho St","E",459,6,9.66666666666667,1278,19,-11.7368421052632,69.48,0.125
"1959","Idaho St","F",981,12,10.75,948,14,-10.5,74.1923076923077,0.533333333333333
"1960","Idaho St","G",630,8,7.125,1093,17,-11.4705882352941,68.92,0.5
"1961","Idaho St","H",974,13,7.23076923076923,932,14,-7.85714285714286,70.5925925925926,0.454545454545455
"1962","Idaho St","I",834,11,6,1230,18,-15.6666666666667,71.1724137931034,0.7
"1963","Idaho St","J",521,7,8.42857142857143,1059,18,-14.6666666666667,63.2,0.4
"1964","Idaho St","K",877,11,8.72727272727273,1040,14,-9.28571428571429,76.68,0.444444444444444
"1965","Idaho St","L",876,12,13.75,1061,17,-10.5294117647059,66.7931034482759,0.111111111111111
"1966","Idaho St","M",662,10,6.4,1047,19,-18.4210526315789,58.9310344827586,0.777777777777778
"1967","Idaho St","N",824,12,10.9166666666667,1190,19,-12.4210526315789,64.9677419354839,0.363636363636364
"1968","Idaho St","O",376,5,4.2,1411,22,-13.4090909090909,66.1851851851852,0.363636363636364
"1969","Idaho St","P",531,7,6.71428571428571,1200,20,-14.35,64.1111111111111,0.5
"1970","Idaho St","Q",608,8,5.75,1278,21,-13.6190476190476,65.0344827586207,0.5
"1971","Idaho St","R",359,5,12.4,1281,24,-12.4166666666667,56.551724137931,0.272727272727273
"1972","IL Chicago","A",787,9,12.8888888888889,1266,18,-15.7777777777778,76.037037037037,0.4
"1973","IL Chicago","B",1069,15,10.3333333333333,816,14,-11.8571428571429,65,0.4
"1974","IL Chicago","C",1684,22,12.7727272727273,344,5,-5.6,75.1111111111111,0.6
"1975","IL Chicago","E",719,10,10.7,1239,20,-11.9,65.2666666666667,0.363636363636364
"1976","IL Chicago","F",878,11,11.9090909090909,1023,17,-13.6470588235294,67.8928571428571,0.25
"1977","IL Chicago","G",1377,18,8.55555555555556,874,13,-9.69230769230769,72.6129032258064,0.615384615384615
"1978","IL Chicago","H",1668,21,12.9047619047619,520,8,-10.25,75.448275862069,0.6
"1979","IL Chicago","I",1754,24,12.0416666666667,416,7,-8.14285714285714,70,0.666666666666667
"1980","IL Chicago","J",930,13,10.4615384615385,873,13,-10.3846153846154,69.3461538461538,0.5
"1981","IL Chicago","K",1170,16,7.625,887,14,-11.5,68.5666666666667,0.571428571428571
"1982","IL Chicago","L",976,13,10.8461538461538,1173,18,-10.5,69.3225806451613,0.545454545454545
"1983","IL Chicago","M",1277,17,12.5882352941176,888,15,-9.13333333333333,67.65625,0.3
"1984","IL Chicago","N",1092,15,10.2666666666667,915,15,-8.33333333333333,66.9,0.363636363636364
"1985","IL Chicago","O",492,7,7.85714285714286,1312,22,-13.7272727272727,62.2068965517241,0.333333333333333
"1986","IL Chicago","P",397,6,6.66666666666667,1452,24,-12.0416666666667,61.6333333333333,0.416666666666667
"1987","IL Chicago","Q",458,7,4.42857142857143,1248,21,-11.952380952381,60.9285714285714,0.416666666666667
"1988","IL Chicago","R",1040,16,10.0625,884,15,-13.0666666666667,62.0645161290323,0.666666666666667
"1989","Illinois","A",1497,18,15.5555555555556,786,12,-7.33333333333333,76.1,0.4
"1990","Illinois","B",1703,21,16.2380952380952,592,9,-10.1111111111111,76.5,0.625
"1991","Illinois","C",1623,22,12.3636363636364,553,9,-8.11111111111111,70.1935483870968,0.5
"1992","Illinois","D",931,14,9.35714285714286,1036,18,-9.55555555555556,61.46875,0.529411764705882
"1993","Illinois","E",1678,21,19.3333333333333,602,9,-8.33333333333333,76,0.333333333333333
"1994","Illinois","F",1898,24,15.9583333333333,491,7,-5,77.0645161290323,0.5
"1995","Illinois","G",1915,24,16.2083333333333,559,8,-10.875,77.3125,0.555555555555556
"1996","Illinois","H",1877,24,18.8333333333333,386,6,-5.16666666666667,75.4333333333333,0.625
"1997","Illinois","I",1821,24,15.375,355,6,-12.8333333333333,72.5333333333333,0.833333333333333
"1998","Illinois","J",2491,32,17.875,64,1,-1,77.4242424242424,0.75
"1999","Illinois","K",1823,25,16.6,346,6,-7.83333333333333,69.9677419354839,0.625
"2000","Illinois","L",1568,23,15.4347826086957,625,11,-9.54545454545454,64.5,0.636363636363636
"2001","Illinois","M",1102,16,14.4375,1125,19,-7.52631578947368,63.6285714285714,0.307692307692308
"2002","Illinois","N",1633,24,14.25,499,9,-8.66666666666667,64.6060606060606,0.6
"2003","Illinois","O",1399,19,12.3157894736842,926,14,-8.14285714285714,70.4545454545455,0.5
"2004","Illinois","P",1452,19,14.8421052631579,829,13,-6.76923076923077,71.28125,0.2
"2005","Illinois","Q",1163,17,11,935,15,-9.6,65.5625,0.5
"2006","Illinois","R",1524,21,11.952380952381,741,12,-12.0833333333333,68.6363636363636,0.777777777777778
"2007","Illinois St","A",1393,19,8.47368421052632,747,11,-9.27272727272727,71.3333333333333,0.5625
"2008","Illinois St","B",1816,24,13.5,353,5,-11.2,74.7931034482759,0.666666666666667
"2009","Illinois St","D",1173,16,8.875,968,15,-7.4,69.0645161290323,0.333333333333333
"2010","Illinois St","E",687,9,8.77777777777778,1262,20,-11.25,67.2068965517241,0.363636363636364
"2011","Illinois St","F",1645,21,11.6666666666667,533,8,-9,75.1034482758621,0.75
"2012","Illinois St","G",1176,17,8.64705882352941,905,14,-12.2142857142857,67.1290322580645,0.7
"2013","Illinois St","H",564,8,11.375,1309,21,-12.047619047619,64.5862068965517,0.571428571428571
"2014","Illinois St","I",644,9,11.7777777777778,1094,19,-11.0526315789474,62.0714285714286,0.333333333333333
"2015","Illinois St","J",1173,16,9.75,748,13,-11.4615384615385,66.2413793103448,0.6
"2016","Illinois St","K",501,8,13.25,999,19,-11.0526315789474,55.5555555555556,0.333333333333333
"2017","Illinois St","L",1022,14,13.8571428571429,961,16,-10.0625,66.1,0.25
"2018","Illinois St","M",1528,23,11.304347826087,579,9,-8.88888888888889,65.84375,0.583333333333333
"2019","Illinois St","N",1777,24,12.7916666666667,558,9,-4.88888888888889,70.7575757575758,0.5
"2020","Illinois St","O",1622,22,12.2727272727273,619,10,-8.1,70.03125,0.636363636363636
"2021","Illinois St","P",808,12,7.83333333333333,1085,19,-9.36842105263158,61.0645161290323,0.5
"2022","Illinois St","Q",1405,20,13.45,850,13,-10.6923076923077,68.3333333333333,0.636363636363636
"2023","Illinois St","R",1457,18,17.4444444444444,1003,15,-7.93333333333333,74.5454545454545,0.454545454545455
"2024","Indiana","A",1457,18,18.2777777777778,757,11,-10.3636363636364,76.3448275862069,0.25
"2025","Indiana","B",1641,22,11.9545454545455,694,10,-9.5,72.96875,0.538461538461538
"2026","Indiana","C",1525,19,13.4210526315789,770,11,-12.8181818181818,76.5,0.285714285714286
"2027","Indiana","D",1738,22,14.2727272727273,658,10,-11,74.875,0.818181818181818
"2028","Indiana","E",1656,20,17.25,539,8,-7.25,78.3928571428571,0.4
"2029","Indiana","F",1592,21,14.3333333333333,743,12,-6.25,70.7575757575758,0.384615384615385
"2030","Indiana","G",1417,19,15.0526315789474,658,11,-6.18181818181818,69.1666666666667,0.363636363636364
"2031","Indiana","H",1509,20,12.55,748,12,-11.5,70.53125,0.625
"2032","Indiana","I",1004,14,8.78571428571429,877,15,-13.5333333333333,64.8620689655172,0.5
"2033","Indiana","J",1049,15,9.2,741,13,-9.69230769230769,63.9285714285714,0.545454545454545
"2034","Indiana","K",1377,18,14.2777777777778,687,11,-9.45454545454546,71.1724137931034,0.555555555555556
"2035","Indiana","L",1547,20,16.2,580,10,-6.2,70.9,0.4
"2036","Indiana","M",1965,25,16.12,439,7,-9.85714285714286,75.125,0.666666666666667
"2037","Indiana","N",349,5,10.8,1432,25,-15.36,59.3666666666667,0.125
"2038","Indiana","O",794,10,15.3,1259,21,-15,66.2258064516129,0.333333333333333
"2039","Indiana","P",926,12,21.1666666666667,1300,20,-10.5,69.5625,0.222222222222222
"2040","Indiana","Q",2036,25,18.48,514,8,-9.375,77.2727272727273,0.714285714285714
"2041","Indiana","R",2236,27,22.7037037037037,404,6,-5.66666666666667,80,0.5
"2042","Indiana St","A",733,10,9.6,1066,16,-14.125,69.1923076923077,0.428571428571429
"2043","Indiana St","B",945,12,11.1666666666667,1000,16,-16.0625,69.4642857142857,0.571428571428571
"2044","Indiana St","C",1186,16,12.875,689,11,-11.8181818181818,69.4444444444444,0.6
"2045","Indiana St","D",1074,15,11.7333333333333,793,12,-5.75,69.1481481481482,0.5
"2046","Indiana St","E",1536,22,10.3181818181818,539,9,-11.6666666666667,66.9354838709677,0.75
"2047","Indiana St","F",1526,20,11.7,730,11,-6.54545454545455,72.7741935483871,0.5
"2048","Indiana St","G",409,6,7.5,1321,22,-9.90909090909091,61.7857142857143,0.25
"2049","Indiana St","H",477,7,10.4285714285714,1272,24,-15.0833333333333,56.4193548387097,0.5
"2050","Indiana St","I",634,9,12.2222222222222,989,19,-11.3684210526316,57.9642857142857,0.2
"2051","Indiana St","J",764,11,8.09090909090909,1126,20,-10.4,60.9677419354839,0.4
"2052","Indiana St","K",824,12,6.58333333333333,956,16,-14.125,63.5714285714286,0.545454545454545
"2053","Indiana St","L",840,12,7.66666666666667,1002,18,-12.8888888888889,61.4,0.7
"2054","Indiana St","M",986,14,10.7857142857143,955,16,-14.375,64.7,0.571428571428571
"2055","Indiana St","N",726,10,6.4,1227,21,-11.047619047619,63,0.4
"2056","Indiana St","O",1097,16,7.125,874,14,-10.3571428571429,65.7,0.642857142857143
"2057","Indiana St","P",1280,19,9.42105263157895,827,13,-11.1538461538462,65.84375,0.714285714285714
"2058","Indiana St","Q",1160,17,8.41176470588235,832,14,-12,64.258064516129,0.6
"2059","Indiana St","R",1164,17,8.11764705882353,873,14,-10,65.7096774193548,0.615384615384615
"2060","Iona","A",1594,21,11.5238095238095,431,7,-15.7142857142857,72.3214285714286,0.777777777777778
"2061","Iona","B",1811,22,13,443,7,-8.57142857142857,77.7241379310345,0.75
"2062","Iona","C",2159,26,15.2692307692308,347,5,-11,80.8387096774194,0.714285714285714
"2063","Iona","D",1213,15,11.6666666666667,982,14,-9.85714285714286,75.6896551724138,0.4
"2064","Iona","E",1615,20,11.4,769,10,-12.3,79.4666666666667,0.666666666666667
"2065","Iona","F",1662,21,11.4285714285714,734,10,-9.9,77.2903225806452,0.5
"2066","Iona","G",943,13,8.15384615384615,1189,17,-8.58823529411765,71.0666666666667,0.571428571428571
"2067","Iona","H",1360,17,10.9411764705882,814,12,-7.08333333333333,74.9655172413793,0.5
"2068","Iona","I",825,11,12.3636363636364,1253,18,-12.7222222222222,71.6551724137931,0.3
"2069","Iona","J",1191,15,9.8,1030,16,-8.5625,71.6451612903226,0.411764705882353
"2070","Iona","K",1914,23,13.5652173913043,497,7,-8.42857142857143,80.3666666666667,0.545454545454545
"2071","Iona","L",121,2,7,1637,28,-12.5714285714286,58.6,0.166666666666667
"2072","Iona","M",847,12,9.83333333333333,1252,20,-11.4,65.59375,0.416666666666667
"2073","Iona","N",843,12,9.58333333333333,1087,19,-7.47368421052632,62.258064516129,0.357142857142857
"2074","Iona","O",1440,21,11.2857142857143,610,10,-10.8,66.1290322580645,0.555555555555556
"2075","Iona","P",1827,22,16.8181818181818,780,11,-4.18181818181818,79,0.375
"2076","Iona","Q",2146,25,15.68,518,7,-7.14285714285714,83.25,0.6
"2077","Iona","R",1659,20,10.95,1004,13,-4.30769230769231,80.6969696969697,0.388888888888889
"2078","Iowa","A",1811,22,20.6363636363636,583,8,-8.25,79.8,0.625
"2079","Iowa","B",1558,20,15.75,547,9,-8.44444444444444,72.5862068965517,0.5
"2080","Iowa","C",1615,19,22.6315789473684,682,10,-8.7,79.2068965517241,0.333333333333333
"2081","Iowa","D",1364,18,11.1666666666667,626,9,-10.6666666666667,73.7037037037037,0.7
