"","lo_win","year","hiteam","loteam","hi.G","hi.MP","hi.FG","hi.FGA","hi.FG_percent","hi.X2P","hi.X2PA","hi.X2P_percent","hi.X3P","hi.X3PA","hi.X3P_percent","hi.FT","hi.FTA","hi.FT_percent","hi.ORB","hi.DRB","hi.TRB","hi.AST","hi.STL","hi.BLK","hi.TOV","hi.PF","hi.PTS","hi.PTSperG","lo.G","lo.MP","lo.FG","lo.FGA","lo.FG_percent","lo.X2P","lo.X2PA","lo.X2P_percent","lo.X3P","lo.X3PA","lo.X3P_percent","lo.FT","lo.FTA","lo.FT_percent","lo.ORB","lo.DRB","lo.TRB","lo.AST","lo.STL","lo.BLK","lo.TOV","lo.PF","lo.PTS","lo.PTSperG"
"199",0,2003,607,549,33,NA,862,1843,0.468,623,1208,0.516,239,635,0.376,595,822,0.724,NA,NA,1234,520,218,116,474,619,2558,77.5,29,NA,667,1653,0.404,470,1080,0.435,197,573,0.344,423,613,0.69,NA,NA,1030,357,152,125,307,556,1954,67.4
"200",1,2003,835,623,33,NA,860,1866,0.461,607,1171,0.518,253,695,0.364,457,692,0.66,NA,NA,1186,473,234,120,497,608,2430,73.6,32,NA,859,1793,0.479,626,1157,0.541,233,636,0.366,437,603,0.725,NA,NA,1133,575,227,100,418,598,2388,74.6
"201",1,2003,822,636,33,NA,799,1727,0.463,665,1271,0.523,134,456,0.294,465,651,0.714,NA,NA,1154,471,168,69,406,528,2197,66.6,38,NA,1182,2393,0.494,999,1847,0.541,183,546,0.335,594,906,0.656,NA,NA,1589,653,373,192,562,633,3141,82.7
"202",0,2003,660,616,33,NA,901,1871,0.482,699,1363,0.513,202,508,0.398,585,759,0.771,NA,NA,1208,533,198,117,438,622,2589,78.5,31,NA,759,1643,0.462,589,1174,0.502,170,469,0.362,492,695,0.708,NA,NA,1131,489,246,138,426,577,2180,70.3
"203",1,2003,749,676,31,NA,847,1801,0.47,656,1307,0.502,191,494,0.387,422,603,0.7,NA,NA,1028,430,245,96,388,600,2307,74.4,33,NA,870,1959,0.444,618,1260,0.49,252,699,0.361,397,600,0.662,NA,NA,1301,452,185,144,457,562,2389,72.4
"204",1,2003,845,717,32,NA,874,1855,0.471,628,1160,0.541,246,695,0.354,472,681,0.693,NA,NA,1101,542,283,114,475,649,2466,77.1,34,NA,917,2055,0.446,634,1320,0.48,283,735,0.385,575,756,0.761,NA,NA,1303,558,248,189,446,551,2692,79.2
"205",1,2003,747,721,31,NA,765,1683,0.455,604,1199,0.504,161,484,0.333,547,782,0.699,NA,NA,1145,316,247,89,602,643,2238,72.2,34,NA,853,1912,0.446,603,1274,0.473,250,638,0.392,436,629,0.693,NA,NA,1251,482,237,123,412,619,2392,70.4
"206",0,2003,783,753,33,NA,851,1925,0.442,620,1277,0.486,231,648,0.356,458,676,0.678,NA,NA,1279,482,177,117,470,618,2391,72.5,30,NA,765,1626,0.47,555,1072,0.518,210,554,0.379,525,789,0.665,NA,NA,1147,496,162,101,536,602,2265,75.5
"207",0,2003,802,569,33,NA,877,1884,0.465,660,1293,0.51,217,591,0.367,452,619,0.73,NA,NA,1221,488,242,159,467,565,2423,73.4,30,NA,738,1638,0.451,511,1005,0.508,227,633,0.359,479,671,0.714,NA,NA,1091,452,159,88,397,529,2182,72.7
"208",0,2003,849,842,32,NA,798,1723,0.463,597,1160,0.515,201,563,0.357,453,619,0.732,NA,NA,1045,423,221,88,334,478,2250,70.3,32,NA,800,1710,0.468,611,1134,0.539,189,576,0.328,596,815,0.731,NA,NA,1078,455,211,24,403,601,2385,74.5
"209",1,2003,779,518,30,NA,725,1637,0.443,486,979,0.496,239,658,0.363,422,615,0.686,NA,NA,1060,417,217,166,387,563,2111,70.4,34,NA,879,1890,0.465,681,1317,0.517,198,573,0.346,452,685,0.66,NA,NA,1200,457,269,176,541,561,2408,70.8
"210",1,2003,675,535,31,NA,806,1718,0.469,633,1211,0.523,173,507,0.341,366,543,0.674,NA,NA,1148,445,268,116,479,490,2151,69.4,33,NA,786,1655,0.475,512,956,0.536,274,699,0.392,383,533,0.719,NA,NA,923,420,207,59,353,528,2229,67.5
"211",1,2003,751,592,30,NA,751,1636,0.459,557,1094,0.509,194,542,0.358,489,694,0.705,NA,NA,1111,502,252,174,475,578,2185,72.8,33,NA,883,1856,0.476,596,1121,0.532,287,735,0.39,431,613,0.703,NA,NA,1149,542,249,131,438,559,2484,75.3
"212",0,2003,625,504,34,NA,788,1851,0.426,534,1124,0.475,254,727,0.349,546,760,0.718,NA,NA,1234,470,146,175,392,613,2376,69.9,29,NA,695,1653,0.42,512,1085,0.472,183,568,0.322,429,602,0.713,NA,NA,1079,352,187,112,380,527,2002,69
"213",0,2003,640,631,36,NA,1026,2102,0.488,818,1517,0.539,208,585,0.356,522,742,0.704,NA,NA,1324,574,281,176,501,625,2782,77.3,34,NA,833,1855,0.449,618,1229,0.503,215,626,0.343,542,774,0.7,NA,NA,1118,457,289,61,547,654,2423,71.3
"214",0,2003,651,519,32,NA,902,1950,0.463,630,1198,0.526,272,752,0.362,536,770,0.696,NA,NA,1220,529,237,148,426,725,2612,81.6,31,NA,758,1648,0.46,566,1095,0.517,192,553,0.347,496,719,0.69,NA,NA,1084,424,225,143,476,567,2204,71.1
"215",1,2003,816,662,31,NA,801,1747,0.459,585,1166,0.502,216,581,0.372,396,572,0.692,NA,NA,1022,456,283,58,352,572,2214,71.4,31,NA,901,1940,0.464,697,1417,0.492,204,523,0.39,466,654,0.713,NA,NA,1241,573,322,198,431,588,2472,79.7
"216",0,2003,671,556,35,NA,812,1795,0.452,633,1318,0.48,179,477,0.375,564,767,0.735,NA,NA,1226,474,217,121,502,707,2367,67.6,32,NA,869,1961,0.443,710,1474,0.482,159,487,0.326,508,759,0.669,NA,NA,1351,424,196,214,447,568,2405,75.2
"217",1,2003,728,722,28,NA,668,1432,0.466,417,824,0.506,251,608,0.413,371,523,0.709,NA,NA,926,418,199,59,370,500,1958,69.9,32,NA,800,1784,0.448,643,1288,0.499,157,496,0.317,467,719,0.65,NA,NA,1175,408,286,171,474,644,2224,69.5
"218",1,2003,838,731,32,NA,865,1841,0.47,640,1252,0.511,225,589,0.382,448,616,0.727,NA,NA,1098,514,239,89,482,566,2403,75.1,33,NA,893,1766,0.506,685,1194,0.574,208,572,0.364,479,748,0.64,NA,NA,1203,589,271,134,484,591,2473,74.9
"219",0,2003,738,655,30,NA,715,1638,0.437,558,1171,0.477,157,467,0.336,569,757,0.752,NA,NA,1015,360,216,85,413,598,2156,71.9,32,NA,851,1767,0.482,636,1196,0.532,215,571,0.377,409,633,0.646,NA,NA,1124,515,255,132,446,524,2326,72.7
"220",0,2003,786,658,35,NA,1020,2146,0.475,834,1606,0.519,186,540,0.344,559,806,0.694,NA,NA,1425,523,298,247,494,592,2785,79.6,30,NA,774,1730,0.447,608,1250,0.486,166,480,0.346,560,711,0.788,NA,NA,1032,418,275,115,423,650,2274,75.8
"221",1,2003,814,793,32,NA,801,1848,0.433,589,1262,0.467,212,586,0.362,506,665,0.761,NA,NA,1142,430,230,99,514,616,2320,72.5,28,NA,726,1707,0.425,528,1094,0.483,198,613,0.323,496,728,0.681,NA,NA,1073,403,194,59,432,588,2146,76.6
"222",0,2003,821,725,33,NA,757,1679,0.451,521,1059,0.492,236,620,0.381,441,620,0.711,NA,NA,1093,427,163,124,427,658,2191,66.4,33,NA,934,2039,0.458,643,1286,0.5,291,753,0.386,530,685,0.774,NA,NA,1190,567,263,91,504,692,2689,81.5
"223",0,2003,839,586,31,NA,805,1778,0.453,614,1218,0.504,191,560,0.341,611,813,0.752,NA,NA,1292,441,201,143,475,578,2412,77.8,31,NA,899,1933,0.465,732,1459,0.502,167,474,0.352,578,791,0.731,NA,NA,1201,448,354,156,561,590,2543,82
"224",0,2003,853,800,32,NA,850,1897,0.448,644,1326,0.486,206,571,0.361,576,772,0.746,NA,NA,1259,523,172,96,407,500,2482,77.6,32,NA,914,2116,0.432,602,1200,0.502,312,916,0.341,416,606,0.686,NA,NA,1285,495,309,167,435,531,2556,79.9
"225",1,2003,607,511,33,NA,862,1843,0.468,623,1208,0.516,239,635,0.376,595,822,0.724,NA,NA,1234,520,218,116,474,619,2558,77.5,32,NA,973,2111,0.461,745,1466,0.508,228,645,0.353,551,777,0.709,NA,NA,1374,569,274,136,468,559,2725,85.2
"226",1,2003,783,559,33,NA,851,1925,0.442,620,1277,0.486,231,648,0.356,458,676,0.678,NA,NA,1279,482,177,117,470,618,2391,72.5,33,NA,964,2057,0.469,768,1549,0.496,196,508,0.386,498,736,0.677,NA,NA,1407,502,192,253,507,604,2622,79.5
"227",0,2003,577,537,33,NA,897,1981,0.453,653,1309,0.499,244,672,0.363,639,897,0.712,NA,NA,1206,444,286,178,462,698,2677,81.1,32,NA,864,1714,0.504,640,1140,0.561,224,574,0.39,601,789,0.762,NA,NA,1079,504,237,120,577,658,2553,79.8
"228",0,2003,636,512,38,NA,1182,2393,0.494,999,1847,0.541,183,546,0.335,594,906,0.656,NA,NA,1589,653,373,192,562,633,3141,82.7,32,NA,886,1838,0.482,755,1434,0.526,131,404,0.324,561,832,0.674,NA,NA,1162,506,173,139,437,626,2464,77
"229",1,2003,676,660,33,NA,870,1959,0.444,618,1260,0.49,252,699,0.361,397,600,0.662,NA,NA,1301,452,185,144,457,562,2389,72.4,33,NA,901,1871,0.482,699,1363,0.513,202,508,0.398,585,759,0.771,NA,NA,1208,533,198,117,438,622,2589,78.5
"230",0,2003,717,623,34,NA,917,2055,0.446,634,1320,0.48,283,735,0.385,575,756,0.761,NA,NA,1303,558,248,189,446,551,2692,79.2,32,NA,859,1793,0.479,626,1157,0.541,233,636,0.366,437,603,0.725,NA,NA,1133,575,227,100,418,598,2388,74.6
"231",0,2003,721,539,34,NA,853,1912,0.446,603,1274,0.473,250,638,0.392,436,629,0.693,NA,NA,1251,482,237,123,412,619,2392,70.4,31,NA,847,1819,0.466,649,1289,0.503,198,530,0.374,409,601,0.681,NA,NA,1095,487,203,87,433,533,2301,74.2
"232",0,2003,849,802,32,NA,798,1723,0.463,597,1160,0.515,201,563,0.357,453,619,0.732,NA,NA,1045,423,221,88,334,478,2250,70.3,33,NA,877,1884,0.465,660,1293,0.51,217,591,0.367,452,619,0.73,NA,NA,1221,488,242,159,467,565,2423,73.4
"233",1,2003,839,518,31,NA,805,1778,0.453,614,1218,0.504,191,560,0.341,611,813,0.752,NA,NA,1292,441,201,143,475,578,2412,77.8,34,NA,879,1890,0.465,681,1317,0.517,198,573,0.346,452,685,0.66,NA,NA,1200,457,269,176,541,561,2408,70.8
"234",1,2003,651,535,32,NA,902,1950,0.463,630,1198,0.526,272,752,0.362,536,770,0.696,NA,NA,1220,529,237,148,426,725,2612,81.6,33,NA,786,1655,0.475,512,956,0.536,274,699,0.392,383,533,0.719,NA,NA,923,420,207,59,353,528,2229,67.5
"235",1,2003,821,640,33,NA,757,1679,0.451,521,1059,0.492,236,620,0.381,441,620,0.711,NA,NA,1093,427,163,124,427,658,2191,66.4,36,NA,1026,2102,0.488,818,1517,0.539,208,585,0.356,522,742,0.704,NA,NA,1324,574,281,176,501,625,2782,77.3
"236",1,2003,853,662,32,NA,850,1897,0.448,644,1326,0.486,206,571,0.361,576,772,0.746,NA,NA,1259,523,172,96,407,500,2482,77.6,31,NA,901,1940,0.464,697,1417,0.492,204,523,0.39,466,654,0.713,NA,NA,1241,573,322,198,431,588,2472,79.7
"237",0,2003,671,592,35,NA,812,1795,0.452,633,1318,0.48,179,477,0.375,564,767,0.735,NA,NA,1226,474,217,121,502,707,2367,67.6,33,NA,883,1856,0.476,596,1121,0.532,287,735,0.39,431,613,0.703,NA,NA,1149,542,249,131,438,559,2484,75.3
"238",0,2003,731,625,33,NA,893,1766,0.506,685,1194,0.574,208,572,0.364,479,748,0.64,NA,NA,1203,589,271,134,484,591,2473,74.9,34,NA,788,1851,0.426,534,1124,0.475,254,727,0.349,546,760,0.718,NA,NA,1234,470,146,175,392,613,2376,69.9
"239",0,2003,786,722,35,NA,1020,2146,0.475,834,1606,0.519,186,540,0.344,559,806,0.694,NA,NA,1425,523,298,247,494,592,2785,79.6,32,NA,800,1784,0.448,643,1288,0.499,157,496,0.317,467,719,0.65,NA,NA,1175,408,286,171,474,644,2224,69.5
"240",0,2003,793,738,28,NA,726,1707,0.425,528,1094,0.483,198,613,0.323,496,728,0.681,NA,NA,1073,403,194,59,432,588,2146,76.6,30,NA,715,1638,0.437,558,1171,0.477,157,467,0.336,569,757,0.752,NA,NA,1015,360,216,85,413,598,2156,71.9
"241",1,2003,717,511,34,NA,917,2055,0.446,634,1320,0.48,283,735,0.385,575,756,0.761,NA,NA,1303,558,248,189,446,551,2692,79.2,32,NA,973,2111,0.461,745,1466,0.508,228,645,0.353,551,777,0.709,NA,NA,1374,569,274,136,468,559,2725,85.2
"242",0,2003,636,577,38,NA,1182,2393,0.494,999,1847,0.541,183,546,0.335,594,906,0.656,NA,NA,1589,653,373,192,562,633,3141,82.7,33,NA,897,1981,0.453,653,1309,0.499,244,672,0.363,639,897,0.712,NA,NA,1206,444,286,178,462,698,2677,81.1
"243",1,2003,849,640,32,NA,798,1723,0.463,597,1160,0.515,201,563,0.357,453,619,0.732,NA,NA,1045,423,221,88,334,478,2250,70.3,36,NA,1026,2102,0.488,818,1517,0.539,208,585,0.356,522,742,0.704,NA,NA,1324,574,281,176,501,625,2782,77.3
"244",1,2003,731,660,33,NA,893,1766,0.506,685,1194,0.574,208,572,0.364,479,748,0.64,NA,NA,1203,589,271,134,484,591,2473,74.9,33,NA,901,1871,0.482,699,1363,0.513,202,508,0.398,585,759,0.771,NA,NA,1208,533,198,117,438,622,2589,78.5
"245",0,2003,671,662,35,NA,812,1795,0.452,633,1318,0.48,179,477,0.375,564,767,0.735,NA,NA,1226,474,217,121,502,707,2367,67.6,31,NA,901,1940,0.464,697,1417,0.492,204,523,0.39,466,654,0.713,NA,NA,1241,573,322,198,431,588,2472,79.7
"246",0,2003,721,535,34,NA,853,1912,0.446,603,1274,0.473,250,638,0.392,436,629,0.693,NA,NA,1251,482,237,123,412,619,2392,70.4,33,NA,786,1655,0.475,512,956,0.536,274,699,0.392,383,533,0.719,NA,NA,923,420,207,59,353,528,2229,67.5
"247",0,2003,786,518,35,NA,1020,2146,0.475,834,1606,0.519,186,540,0.344,559,806,0.694,NA,NA,1425,523,298,247,494,592,2785,79.6,34,NA,879,1890,0.465,681,1317,0.517,198,573,0.346,452,685,0.66,NA,NA,1200,457,269,176,541,561,2408,70.8
"248",0,2003,793,559,28,NA,726,1707,0.425,528,1094,0.483,198,613,0.323,496,728,0.681,NA,NA,1073,403,194,59,432,588,2146,76.6,33,NA,964,2057,0.469,768,1549,0.496,196,508,0.386,498,736,0.677,NA,NA,1407,502,192,253,507,604,2622,79.5
"249",0,2003,636,511,38,NA,1182,2393,0.494,999,1847,0.541,183,546,0.335,594,906,0.656,NA,NA,1589,653,373,192,562,633,3141,82.7,32,NA,973,2111,0.461,745,1466,0.508,228,645,0.353,551,777,0.709,NA,NA,1374,569,274,136,468,559,2725,85.2
"250",0,2003,660,640,33,NA,901,1871,0.482,699,1363,0.513,202,508,0.398,585,759,0.771,NA,NA,1208,533,198,117,438,622,2589,78.5,36,NA,1026,2102,0.488,818,1517,0.539,208,585,0.356,522,742,0.704,NA,NA,1324,574,281,176,501,625,2782,77.3
"251",0,2003,786,721,35,NA,1020,2146,0.475,834,1606,0.519,186,540,0.344,559,806,0.694,NA,NA,1425,523,298,247,494,592,2785,79.6,34,NA,853,1912,0.446,603,1274,0.473,250,638,0.392,436,629,0.693,NA,NA,1251,482,237,123,412,619,2392,70.4
"252",0,2003,793,671,28,NA,726,1707,0.425,528,1094,0.483,198,613,0.323,496,728,0.681,NA,NA,1073,403,194,59,432,588,2146,76.6,35,NA,812,1795,0.452,633,1318,0.48,179,477,0.375,564,767,0.735,NA,NA,1226,474,217,121,502,707,2367,67.6
"253",1,2003,660,636,33,NA,901,1871,0.482,699,1363,0.513,202,508,0.398,585,759,0.771,NA,NA,1208,533,198,117,438,622,2589,78.5,38,NA,1182,2393,0.494,999,1847,0.541,183,546,0.335,594,906,0.656,NA,NA,1589,653,373,192,562,633,3141,82.7
"254",1,2003,793,786,28,NA,726,1707,0.425,528,1094,0.483,198,613,0.323,496,728,0.681,NA,NA,1073,403,194,59,432,588,2146,76.6,35,NA,1020,2146,0.475,834,1606,0.519,186,540,0.344,559,806,0.694,NA,NA,1425,523,298,247,494,592,2785,79.6
"255",0,2003,786,636,35,NA,1020,2146,0.475,834,1606,0.519,186,540,0.344,559,806,0.694,NA,NA,1425,523,298,247,494,592,2785,79.6,38,NA,1182,2393,0.494,999,1847,0.541,183,546,0.335,594,906,0.656,NA,NA,1589,653,373,192,562,633,3141,82.7
"256",1,2004,644,593,31,NA,729,1718,0.424,531,1145,0.464,198,573,0.346,426,595,0.716,NA,NA,1132,412,229,108,450,577,2082,67.2,32,NA,747,1802,0.415,476,1020,0.467,271,782,0.347,546,771,0.708,NA,NA,1089,405,271,51,537,693,2311,72.2
"257",1,2004,749,504,30,NA,787,1775,0.443,602,1227,0.491,185,548,0.338,372,540,0.689,NA,NA,1057,424,302,91,360,576,2131,71,33,NA,813,1802,0.451,580,1186,0.489,233,616,0.378,521,735,0.709,NA,NA,1148,395,213,111,423,598,2380,72.1
"258",1,2004,828,559,31,NA,734,1739,0.422,531,1122,0.473,203,617,0.329,374,551,0.679,NA,NA,1126,447,218,87,387,475,2045,66,39,NA,1154,2403,0.48,905,1784,0.507,249,619,0.402,516,828,0.623,NA,NA,1742,681,233,315,532,624,3073,78.8
"259",0,2004,573,569,32,NA,813,1755,0.463,650,1305,0.498,163,450,0.362,468,671,0.697,NA,NA,1159,437,176,74,422,562,2257,70.5,33,NA,780,1746,0.447,573,1102,0.52,207,644,0.321,477,717,0.665,NA,NA,1266,489,150,94,467,577,2244,68
"260",0,2004,577,506,37,NA,1018,2161,0.471,755,1439,0.525,263,722,0.364,655,890,0.736,NA,NA,1351,536,340,240,511,699,2954,79.8,31,NA,639,1523,0.42,466,1006,0.463,173,517,0.335,453,691,0.656,NA,NA,1066,315,219,95,537,581,1904,61.4
"261",1,2004,826,607,31,NA,765,1740,0.44,600,1205,0.498,165,535,0.308,522,740,0.705,NA,NA,1183,474,210,97,500,692,2217,71.5,31,NA,899,1765,0.509,704,1274,0.553,195,491,0.397,543,724,0.75,NA,NA,1230,556,192,116,418,500,2536,81.8
"262",0,2004,658,592,31,NA,762,1724,0.442,582,1235,0.471,180,489,0.368,607,798,0.761,NA,NA,1079,338,287,128,395,636,2311,74.5,31,NA,829,1719,0.482,580,1058,0.548,249,661,0.377,462,616,0.75,NA,NA,1081,492,200,98,454,586,2369,76.4
"263",1,2004,824,662,32,NA,834,1748,0.477,637,1235,0.516,197,513,0.384,614,817,0.752,NA,NA,1106,523,228,86,445,572,2479,77.5,32,NA,891,2021,0.441,726,1531,0.474,165,490,0.337,530,840,0.631,NA,NA,1322,451,274,215,485,631,2477,77.4
"264",0,2004,699,671,34,NA,901,1991,0.453,729,1490,0.489,172,501,0.343,605,830,0.729,NA,NA,1322,478,218,154,445,624,2579,75.9,30,NA,748,1519,0.492,558,1045,0.534,190,474,0.401,452,586,0.771,NA,NA,910,441,214,54,438,630,2138,71.3
"265",0,2004,708,502,30,NA,877,1912,0.459,682,1358,0.502,195,554,0.352,515,749,0.688,NA,NA,1189,538,287,120,462,556,2464,82.1,29,NA,585,1216,0.481,340,569,0.598,245,647,0.379,322,453,0.711,NA,NA,623,386,225,68,318,481,1737,59.9
"266",0,2004,764,511,31,NA,806,1759,0.458,625,1238,0.505,181,521,0.347,435,609,0.714,NA,NA,1134,406,207,95,403,573,2228,71.9,30,NA,942,1938,0.486,723,1370,0.528,219,568,0.386,511,650,0.786,NA,NA,1177,560,206,135,448,483,2614,87.1
"267",0,2004,779,645,32,NA,866,1822,0.475,553,1047,0.528,313,775,0.404,431,614,0.702,NA,NA,1043,520,285,111,370,546,2476,77.4,33,NA,819,1913,0.428,613,1243,0.493,206,670,0.307,440,651,0.676,NA,NA,1235,461,292,104,528,644,2284,69.2
"268",1,2004,820,783,33,NA,813,1896,0.429,579,1248,0.464,234,648,0.361,540,775,0.697,NA,NA,1242,421,251,99,564,635,2400,72.7,32,NA,849,1771,0.479,680,1307,0.52,169,464,0.364,489,651,0.751,NA,NA,1178,513,206,140,453,573,2356,73.6
"269",0,2004,786,536,31,NA,847,1827,0.464,706,1397,0.505,141,430,0.328,430,669,0.643,NA,NA,1180,465,235,205,396,554,2265,73.1,30,NA,764,1571,0.486,593,1084,0.547,171,487,0.351,501,692,0.724,NA,NA,1017,445,208,98,409,566,2200,73.3
"270",0,2004,793,736,29,NA,660,1593,0.414,475,1038,0.458,185,555,0.333,436,645,0.676,NA,NA,1013,366,177,70,428,562,1941,66.9,28,NA,634,1319,0.481,465,819,0.568,169,500,0.338,323,454,0.711,NA,NA,856,376,192,90,372,507,1760,62.9
"271",0,2004,796,546,34,NA,922,1985,0.464,797,1614,0.494,125,371,0.337,521,703,0.741,NA,NA,1153,505,278,117,424,562,2490,73.2,30,NA,812,1805,0.45,580,1123,0.516,232,682,0.34,518,798,0.649,NA,NA,1220,484,264,90,458,570,2374,79.1
"272",0,2004,839,825,31,NA,882,1854,0.476,646,1243,0.52,236,611,0.386,590,829,0.712,NA,NA,1148,487,277,95,457,641,2590,83.5,31,NA,811,1707,0.475,603,1177,0.512,208,530,0.392,372,614,0.606,NA,NA,1159,407,209,120,510,549,2202,71
"273",1,2004,821,527,33,NA,768,1630,0.471,572,1124,0.509,196,506,0.387,402,556,0.723,NA,NA,1140,426,146,111,463,566,2134,64.7,34,NA,819,1799,0.455,691,1406,0.491,128,393,0.326,546,804,0.679,NA,NA,1224,543,241,102,457,537,2312,68
"274",1,2004,586,549,33,NA,946,2059,0.459,745,1479,0.504,201,580,0.347,525,762,0.689,NA,NA,1269,505,382,192,514,557,2618,79.3,32,NA,867,1893,0.458,630,1281,0.492,237,612,0.387,484,723,0.669,NA,NA,1197,517,241,168,393,620,2455,76.7
"275",1,2004,714,606,31,NA,723,1644,0.44,500,1014,0.493,223,630,0.354,478,648,0.738,NA,NA,1068,410,165,63,388,517,2147,69.3,38,NA,1029,2213,0.465,762,1484,0.513,267,729,0.366,586,847,0.692,NA,NA,1422,579,338,172,578,795,2911,76.6
"276",1,2004,687,623,34,NA,994,2009,0.495,770,1350,0.57,224,659,0.34,518,730,0.71,NA,NA,1261,636,271,146,476,615,2730,80.3,33,NA,887,1899,0.467,656,1237,0.53,231,662,0.349,397,571,0.695,NA,NA,1151,565,224,122,401,618,2402,72.8
"277",0,2004,636,622,33,NA,895,1923,0.465,707,1361,0.519,188,562,0.335,525,743,0.707,NA,NA,1303,572,232,165,485,661,2503,75.8,32,NA,810,1797,0.451,652,1387,0.47,158,410,0.385,445,700,0.636,NA,NA,1126,468,247,85,405,572,2223,69.5
"278",0,2004,640,593,32,NA,862,1828,0.472,658,1256,0.524,204,572,0.357,437,627,0.697,NA,NA,1160,504,249,110,468,584,2365,73.9,32,NA,747,1802,0.415,476,1020,0.467,271,782,0.347,546,771,0.708,NA,NA,1089,405,271,51,537,693,2311,72.2
"279",1,2004,769,666,34,NA,846,1948,0.434,620,1257,0.493,226,691,0.327,465,690,0.674,NA,NA,1224,499,300,178,448,609,2383,70.1,30,NA,736,1751,0.42,477,1029,0.464,259,722,0.359,441,671,0.657,NA,NA,1139,425,218,150,383,543,2172,72.4
"280",1,2004,679,675,33,NA,752,1802,0.417,516,1127,0.458,236,675,0.35,513,693,0.74,NA,NA,1088,454,252,84,446,579,2253,68.3,30,NA,822,1766,0.465,624,1207,0.517,198,559,0.354,476,717,0.664,NA,NA,1231,416,280,132,458,489,2318,77.3
"281",1,2004,811,695,29,NA,797,1715,0.465,560,1077,0.52,237,638,0.371,403,585,0.689,NA,NA,988,474,260,62,419,538,2234,77,31,NA,760,1688,0.45,500,935,0.535,260,753,0.345,481,602,0.799,NA,NA,1046,454,208,69,420,576,2261,72.9
"282",0,2004,722,582,35,NA,1002,1953,0.513,836,1512,0.553,166,441,0.376,528,760,0.695,NA,NA,1253,561,271,128,468,655,2698,77.1,30,NA,747,1574,0.475,568,1086,0.523,179,488,0.367,429,608,0.706,NA,NA,918,480,192,49,453,605,2102,70.1
"283",1,2004,737,727,29,NA,717,1592,0.45,489,963,0.508,228,629,0.362,398,553,0.72,NA,NA,976,455,264,143,433,469,2060,71,33,NA,764,1633,0.468,569,1087,0.523,195,546,0.357,549,746,0.736,NA,NA,1101,478,194,103,471,561,2272,68.8
"284",1,2004,809,731,31,NA,792,1732,0.457,560,1074,0.521,232,658,0.353,365,510,0.716,NA,NA,1129,520,279,141,473,574,2181,70.4,36,NA,904,1921,0.471,754,1431,0.527,150,490,0.306,488,748,0.652,NA,NA,1320,523,215,169,455,532,2446,67.9
"285",1,2004,840,805,31,NA,890,1911,0.466,689,1342,0.513,201,569,0.353,562,788,0.713,NA,NA,1103,501,226,91,472,667,2543,82,32,NA,882,2006,0.44,669,1360,0.492,213,646,0.33,437,656,0.666,NA,NA,1119,564,371,115,431,681,2414,75.4
"286",1,2004,836,827,31,NA,845,1840,0.459,628,1255,0.5,217,585,0.371,527,731,0.721,NA,NA,1177,474,276,83,411,600,2434,78.5,33,NA,841,1873,0.449,578,1157,0.5,263,716,0.367,469,660,0.711,NA,NA,1150,541,248,112,419,576,2414,73.2
"287",0,2004,849,743,32,NA,754,1687,0.447,564,1123,0.502,190,564,0.337,492,684,0.719,NA,NA,1049,425,220,90,320,493,2190,68.4,33,NA,737,1793,0.411,549,1186,0.463,188,607,0.31,467,648,0.721,NA,NA,1164,406,235,143,432,617,2129,64.5
"288",0,2004,853,651,37,NA,908,2058,0.441,624,1302,0.479,284,756,0.376,535,777,0.689,NA,NA,1327,494,252,87,459,619,2635,71.2,30,NA,737,1757,0.419,496,1044,0.475,241,713,0.338,480,641,0.749,NA,NA,1126,460,249,151,413,616,2195,73.2
"289",1,2004,783,504,32,NA,849,1771,0.479,680,1307,0.52,169,464,0.364,489,651,0.751,NA,NA,1178,513,206,140,453,573,2356,73.6,33,NA,813,1802,0.451,580,1186,0.489,233,616,0.378,521,735,0.709,NA,NA,1148,395,213,111,423,598,2380,72.1
"290",1,2004,573,559,32,NA,813,1755,0.463,650,1305,0.498,163,450,0.362,468,671,0.697,NA,NA,1159,437,176,74,422,562,2257,70.5,39,NA,1154,2403,0.48,905,1784,0.507,249,619,0.402,516,828,0.623,NA,NA,1742,681,233,315,532,624,3073,78.8
"291",1,2004,764,577,31,NA,806,1759,0.458,625,1238,0.505,181,521,0.347,435,609,0.714,NA,NA,1134,406,207,95,403,573,2228,71.9,37,NA,1018,2161,0.471,755,1439,0.525,263,722,0.364,655,890,0.736,NA,NA,1351,536,340,240,511,699,2954,79.8
"292",0,2004,699,607,34,NA,901,1991,0.453,729,1490,0.489,172,501,0.343,605,830,0.729,NA,NA,1322,478,218,154,445,624,2579,75.9,31,NA,899,1765,0.509,704,1274,0.553,195,491,0.397,543,724,0.75,NA,NA,1230,556,192,116,418,500,2536,81.8
"293",1,2004,796,779,34,NA,922,1985,0.464,797,1614,0.494,125,371,0.337,521,703,0.741,NA,NA,1153,505,278,117,424,562,2490,73.2,32,NA,866,1822,0.475,553,1047,0.528,313,775,0.404,431,614,0.702,NA,NA,1043,520,285,111,370,546,2476,77.4
"294",0,2004,786,662,31,NA,847,1827,0.464,706,1397,0.505,141,430,0.328,430,669,0.643,NA,NA,1180,465,235,205,396,554,2265,73.1,32,NA,891,2021,0.441,726,1531,0.474,165,490,0.337,530,840,0.631,NA,NA,1322,451,274,215,485,631,2477,77.4
